Age,Gender,HSC_P,SSC_P,Stream,Internships,CGPA,HistoryOfBacklogs,Placed
21,Male,87,67,Civil,0,7,0,0
21,Male,74,80,Information Technology,0,9,0,1
21,Male,72,90,Information Technology,0,9,0,1
21,Male,76,75,Mechanical,1,7,0,0
21,Male,73,94,Electronics And Communication,1,8,1,1
21,Male,91,87,Mechanical,1,9,0,1
22,Male,92,79,Computer Science,1,8,0,1
22,Male,79,81,Computer Science,1,8,1,1
22,Male,85,91,Information Technology,1,9,0,1
22,Male,96,74,Electronics And Communication,0,7,0,0
21,Female,72,79,Electronics And Communication,1,7,0,1
21,Male,96,79,Electronics And Communication,1,8,1,1
22,Male,71,91,Mechanical,0,9,0,1
22,Male,80,78,Computer Science,1,9,0,1
22,Male,95,82,Mechanical,0,7,0,0
21,Male,87,82,Information Technology,0,7,0,1
22,Male,71,78,Mechanical,1,9,0,1
22,Male,91,72,Electrical,0,9,0,1
21,Male,81,84,Computer Science,2,9,1,1
22,Male,93,89,Computer Science,3,9,0,1
22,Male,84,91,Mechanical,0,9,1,1
21,Male,83,91,Information Technology,2,9,0,1
21,Male,81,74,Mechanical,1,7,0,0
21,Male,91,73,Electrical,1,7,0,1
22,Male,78,90,Information Technology,0,9,0,1
22,Female,76,93,Mechanical,1,7,0,0
22,Male,92,80,Civil,0,7,0,0
21,Female,90,80,Electronics And Communication,1,8,0,1
22,Female,74,92,Information Technology,0,9,0,1
22,Male,93,72,Mechanical,0,9,0,1
22,Male,86,84,Mechanical,0,8,0,1
21,Male,76,86,Computer Science,0,9,0,1
21,Male,84,89,Information Technology,1,7,0,0
21,Male,70,85,Electrical,2,8,1,1
21,Male,91,91,Computer Science,1,9,0,1
22,Male,72,85,Electrical,1,9,0,1
22,Male,81,68,Information Technology,0,7,0,1
22,Female,94,79,Information Technology,1,9,0,1
21,Male,93,91,Mechanical,1,8,0,1
22,Female,71,89,Computer Science,0,8,0,1
21,Male,95,68,Civil,0,7,0,0
21,Male,72,85,Computer Science,0,7,1,0
22,Male,95,93,Information Technology,0,7,1,0
21,Male,82,74,Computer Science,0,9,0,1
21,Male,94,77,Mechanical,0,9,1,1
22,Male,88,85,Mechanical,2,9,0,1
21,Male,84,88,Civil,2,8,0,1
21,Male,73,88,Electrical,0,8,0,1
21,Female,78,71,Electrical,1,8,1,1
22,Male,79,80,Electronics And Communication,1,7,0,0
22,Female,85,75,Electronics And Communication,1,8,1,1
21,Male,70,83,Computer Science,1,8,0,1
22,Male,71,88,Computer Science,0,7,1,0
22,Male,92,78,Computer Science,0,9,0,1
21,Male,77,87,Electrical,0,8,0,1
21,Female,70,73,Electrical,1,8,0,1
21,Male,91,87,Electronics And Communication,1,7,0,0
22,Female,89,77,Mechanical,1,7,0,0
22,Female,72,80,Computer Science,1,7,0,0
21,Female,80,87,Mechanical,1,8,0,1
21,Male,93,81,Electronics And Communication,0,8,0,1
21,Female,87,83,Electronics And Communication,1,9,0,1
21,Male,88,78,Electronics And Communication,0,9,0,1
22,Male,81,68,Computer Science,1,8,0,1
22,Male,74,76,Information Technology,0,7,0,0
21,Male,79,69,Mechanical,0,9,0,1
22,Male,73,94,Mechanical,0,8,0,1
21,Male,89,87,Information Technology,0,8,0,1
22,Male,71,89,Mechanical,0,7,0,0
22,Male,80,76,Information Technology,1,8,0,1
22,Male,88,73,Information Technology,0,8,0,1
21,Female,71,94,Information Technology,0,8,0,1
21,Male,71,71,Mechanical,0,7,0,0
21,Male,93,76,Electronics And Communication,0,8,0,1
22,Male,79,71,Computer Science,0,9,0,1
22,Male,94,83,Civil,1,7,0,0
22,Male,94,74,Mechanical,2,7,0,0
21,Male,92,69,Computer Science,1,9,0,1
21,Male,70,72,Information Technology,0,9,0,1
22,Male,76,78,Civil,0,7,1,0
21,Male,82,68,Information Technology,1,8,0,1
21,Male,94,77,Electronics And Communication,0,8,0,1
21,Male,80,85,Electrical,0,9,0,1
21,Male,89,83,Electronics And Communication,0,8,0,1
22,Male,92,66,Information Technology,1,9,0,1
22,Male,75,87,Mechanical,0,9,0,1
22,Male,89,91,Computer Science,0,7,0,0
21,Male,93,66,Information Technology,1,8,1,1
21,Male,87,67,Information Technology,0,7,0,0
21,Male,95,82,Electrical,0,7,0,0
22,Male,82,84,Computer Science,1,8,0,1
21,Male,93,87,Electronics And Communication,0,9,0,1
25,Male,78,91,Information Technology,0,7,0,1
26,Male,86,80,Electrical,0,7,0,0
24,Male,80,82,Information Technology,1,6,1,1
25,Male,92,70,Electronics And Communication,0,6,0,1
26,Female,95,77,Computer Science,0,7,0,0
26,Male,82,92,Computer Science,1,7,0,1
26,Male,95,82,Computer Science,1,6,0,1
26,Male,71,69,Information Technology,2,7,0,1
24,Female,95,86,Computer Science,1,7,0,0
26,Female,70,74,Civil,1,6,1,1
26,Male,82,94,Computer Science,0,6,1,1
26,Male,73,84,Computer Science,1,7,0,0
26,Male,84,88,Information Technology,1,7,0,0
26,Male,89,67,Mechanical,0,7,1,0
26,Male,95,73,Electrical,0,6,0,1
25,Male,92,85,Information Technology,1,7,0,0
26,Male,84,69,Mechanical,0,6,0,1
24,Male,92,94,Electronics And Communication,1,7,1,0
26,Male,93,84,Electronics And Communication,0,6,0,1
26,Male,73,82,Computer Science,0,6,0,1
24,Female,96,75,Computer Science,0,6,1,1
24,Male,84,67,Computer Science,0,6,1,1
24,Male,70,93,Electrical,1,7,0,1
25,Male,91,91,Mechanical,0,7,0,0
25,Male,82,68,Computer Science,0,6,0,1
25,Male,79,90,Computer Science,0,7,0,0
26,Male,74,72,Mechanical,1,6,0,1
26,Male,79,69,Computer Science,1,7,0,0
26,Male,87,93,Computer Science,0,6,1,1
26,Male,73,83,Electronics And Communication,1,7,1,0
25,Female,80,70,Computer Science,0,7,0,0
25,Male,73,76,Computer Science,2,6,0,1
25,Male,93,66,Mechanical,0,7,0,0
26,Male,82,87,Civil,0,7,0,0
25,Female,80,83,Computer Science,1,7,0,1
26,Male,72,72,Information Technology,1,6,0,1
26,Female,96,66,Computer Science,0,7,0,1
26,Female,79,66,Information Technology,0,7,0,1
26,Male,95,76,Computer Science,1,6,0,1
26,Female,73,79,Information Technology,0,7,0,0
24,Male,92,82,Information Technology,1,7,0,0
24,Male,90,90,Civil,0,6,0,1
25,Male,89,78,Electronics And Communication,1,6,0,1
26,Male,72,81,Mechanical,0,7,0,0
26,Male,73,85,Mechanical,1,6,1,1
25,Male,91,85,Computer Science,1,7,0,1
26,Male,89,71,Computer Science,1,7,0,1
25,Male,77,75,Computer Science,2,7,1,1
25,Male,92,68,Computer Science,2,7,1,1
24,Male,84,75,Computer Science,0,6,0,1
26,Male,94,75,Electrical,0,6,0,1
24,Male,85,80,Information Technology,0,7,0,1
26,Male,78,81,Computer Science,1,7,0,1
26,Male,87,84,Mechanical,1,7,1,0
24,Male,87,77,Computer Science,1,7,0,1
26,Female,83,88,Information Technology,0,6,0,1
25,Female,78,88,Computer Science,0,6,1,1
25,Male,78,80,Mechanical,1,6,0,1
26,Male,89,74,Computer Science,1,6,0,1
25,Female,94,85,Electronics And Communication,0,6,0,1
22,Male,81,89,Civil,1,6,0,0
21,Female,75,90,Electrical,0,6,0,0
22,Male,82,88,Computer Science,1,7,0,0
21,Male,78,77,Mechanical,0,6,0,0
21,Female,91,68,Information Technology,0,7,0,0
22,Male,96,77,Computer Science,1,7,0,0
21,Female,87,87,Information Technology,1,7,1,0
22,Male,76,88,Electrical,0,6,0,0
21,Male,96,68,Information Technology,0,7,0,0
22,Male,90,91,Information Technology,0,7,0,0
21,Male,75,89,Information Technology,0,7,1,0
21,Female,71,81,Information Technology,1,7,0,0
22,Male,89,89,Electronics And Communication,1,7,0,0
22,Male,89,83,Electronics And Communication,1,6,1,0
21,Male,89,82,Electrical,1,7,0,1
22,Male,96,79,Information Technology,1,6,0,0
21,Male,90,84,Computer Science,1,6,0,0
21,Male,80,90,Information Technology,1,6,0,0
21,Male,90,78,Information Technology,0,7,1,0
22,Male,74,85,Information Technology,0,6,0,0
21,Male,78,94,Electronics And Communication,0,7,0,1
22,Female,90,74,Electrical,1,6,1,0
21,Male,96,76,Computer Science,1,7,0,0
21,Female,70,85,Information Technology,0,7,0,0
21,Male,83,74,Electronics And Communication,1,6,1,0
22,Female,82,89,Information Technology,3,7,1,0
21,Female,74,91,Computer Science,1,6,0,0
21,Male,80,85,Mechanical,0,7,0,0
21,Male,96,74,Computer Science,1,8,0,1
22,Female,83,82,Information Technology,0,8,0,1
22,Female,72,70,Information Technology,1,8,0,1
21,Male,72,77,Electronics And Communication,1,7,1,0
21,Male,73,72,Information Technology,1,6,0,0
21,Female,93,77,Information Technology,1,8,0,1
22,Male,84,73,Mechanical,0,8,0,1
22,Male,73,79,Mechanical,0,7,1,0
22,Male,72,84,Information Technology,2,8,0,1
22,Female,91,87,Computer Science,0,6,1,0
21,Male,85,67,Information Technology,2,6,0,1
22,Male,82,75,Electrical,0,8,1,1
22,Male,76,73,Civil,1,7,0,0
22,Female,76,67,Civil,1,6,1,0
22,Male,70,91,Information Technology,3,8,0,1
21,Male,82,72,Electronics And Communication,1,7,0,0
22,Male,85,78,Mechanical,0,6,0,0
22,Male,78,68,Civil,0,8,1,1
22,Male,80,77,Civil,0,7,1,0
21,Female,95,68,Computer Science,0,8,1,1
22,Male,85,87,Information Technology,1,6,0,0
22,Male,73,71,Mechanical,0,6,0,0
21,Male,94,71,Computer Science,2,6,0,1
22,Male,75,77,Information Technology,0,8,1,1
22,Male,94,78,Civil,0,6,0,0
22,Female,90,83,Mechanical,1,8,0,1
21,Male,80,81,Civil,2,7,1,0
21,Male,96,67,Mechanical,0,7,0,0
21,Male,87,89,Information Technology,0,6,1,0
21,Male,81,74,Mechanical,0,6,1,0
22,Male,85,76,Information Technology,0,7,1,0
22,Male,71,91,Electronics And Communication,1,8,0,1
21,Male,96,86,Information Technology,2,8,0,1
22,Male,82,71,Electronics And Communication,1,7,0,0
22,Male,78,78,Computer Science,1,8,0,1
22,Male,72,71,Computer Science,1,7,0,0
21,Male,84,85,Electronics And Communication,0,8,1,1
22,Male,79,74,Mechanical,0,8,0,1
21,Male,94,84,Computer Science,0,7,1,0
22,Male,79,79,Electronics And Communication,0,7,0,0
22,Female,95,80,Electronics And Communication,3,6,0,1
21,Male,77,86,Electrical,0,8,0,1
21,Female,96,81,Electronics And Communication,2,7,0,1
21,Male,92,71,Electrical,0,7,0,0
21,Male,75,69,Electrical,0,6,0,0
22,Male,88,87,Computer Science,2,7,0,0
22,Male,76,88,Information Technology,1,8,0,1
21,Male,86,93,Electronics And Communication,0,7,0,0
22,Male,95,76,Computer Science,0,6,0,0
21,Male,73,69,Civil,2,8,0,1
21,Male,75,87,Information Technology,1,6,0,0
21,Female,85,75,Information Technology,0,6,0,0
21,Male,84,77,Information Technology,0,7,1,0
22,Male,77,92,Information Technology,1,6,0,0
22,Female,87,76,Computer Science,1,6,0,0
21,Male,86,83,Electrical,1,7,0,1
28,Female,91,82,Computer Science,3,8,0,1
21,Male,81,70,Computer Science,0,7,1,0
22,Male,83,76,Information Technology,0,7,1,0
21,Female,95,78,Computer Science,0,6,0,0
22,Female,88,66,Electronics And Communication,0,8,0,1
22,Male,93,68,Computer Science,1,6,0,0
21,Male,73,86,Electrical,0,8,0,1
21,Male,79,76,Information Technology,2,8,0,1
22,Male,72,76,Computer Science,0,8,1,1
22,Female,70,66,Electrical,1,8,0,1
22,Female,72,88,Computer Science,0,6,0,0
21,Male,82,71,Computer Science,1,6,0,0
22,Male,71,70,Electronics And Communication,0,6,0,0
21,Male,91,94,Electronics And Communication,1,6,0,0
21,Male,86,85,Computer Science,0,7,0,0
22,Male,87,87,Mechanical,0,6,0,0
22,Male,74,90,Computer Science,1,8,0,1
21,Male,90,90,Civil,0,8,0,1
22,Male,80,77,Computer Science,1,8,0,1
22,Male,77,67,Information Technology,0,7,0,0
22,Male,92,90,Mechanical,1,7,1,0
21,Male,95,79,Information Technology,1,6,0,0
22,Male,81,75,Information Technology,2,8,0,1
21,Male,83,91,Information Technology,1,8,0,1
21,Male,86,83,Electrical,0,6,0,0
22,Male,84,68,Information Technology,1,7,0,0
21,Male,84,69,Information Technology,0,7,0,0
21,Male,89,68,Electrical,0,8,0,1
21,Male,76,74,Mechanical,0,7,0,0
21,Male,81,87,Electronics And Communication,0,6,0,0
22,Female,95,69,Information Technology,0,7,0,0
22,Male,75,72,Mechanical,1,8,0,1
22,Male,95,68,Computer Science,3,6,0,1
21,Male,95,85,Electronics And Communication,1,6,0,0
22,Male,96,82,Electronics And Communication,0,7,0,0
21,Male,89,73,Computer Science,2,7,0,1
22,Male,78,79,Electrical,0,6,0,0
21,Male,90,72,Computer Science,0,6,0,0
22,Male,88,90,Electronics And Communication,1,6,0,0
22,Male,78,91,Information Technology,1,8,0,1
22,Female,95,74,Civil,1,8,1,1
22,Male,70,79,Computer Science,3,6,1,0
21,Male,74,69,Information Technology,0,6,0,0
22,Male,94,86,Civil,0,8,0,1
22,Male,87,85,Electronics And Communication,1,6,0,0
22,Female,70,94,Civil,1,6,0,0
21,Male,90,83,Information Technology,0,8,0,1
21,Male,80,83,Computer Science,1,7,0,0
22,Male,73,93,Information Technology,1,8,0,1
21,Male,92,78,Computer Science,0,7,0,0
21,Male,74,74,Electrical,0,8,0,1
21,Male,74,71,Information Technology,0,7,0,0
21,Male,82,93,Electrical,2,8,1,1
22,Female,96,67,Computer Science,1,6,0,0
21,Female,80,76,Computer Science,1,7,0,0
22,Male,91,92,Information Technology,1,8,0,1
24,Male,75,92,Computer Science,1,8,0,1
24,Male,75,84,Computer Science,1,6,1,1
22,Male,74,80,Information Technology,1,6,0,1
24,Male,92,75,Computer Science,1,7,0,1
24,Male,80,90,Computer Science,1,7,0,1
24,Male,76,84,Computer Science,1,7,0,1
24,Female,78,83,Information Technology,1,6,0,1
24,Male,91,84,Computer Science,0,8,0,1
20,Female,90,93,Electrical,1,7,1,0
21,Male,89,70,Computer Science,1,7,0,1
23,Male,77,81,Electronics And Communication,0,7,0,0
22,Female,80,68,Computer Science,1,8,0,1
23,Male,94,66,Computer Science,1,7,0,1
23,Male,82,70,Electrical,2,7,0,0
22,Female,84,85,Computer Science,2,7,1,1
24,Male,81,81,Computer Science,1,6,0,1
22,Male,87,77,Information Technology,2,7,0,0
24,Male,94,88,Computer Science,0,6,0,1
22,Male,90,86,Information Technology,0,6,0,0
23,Male,72,81,Mechanical,0,7,0,0
22,Male,81,94,Electrical,1,7,0,0
23,Male,90,80,Electronics And Communication,1,6,1,1
23,Male,73,85,Electrical,0,8,1,1
20,Male,90,68,Electrical,1,8,0,1
24,Male,74,81,Mechanical,0,7,0,0
24,Male,77,89,Computer Science,2,6,0,1
20,Male,90,88,Computer Science,1,6,0,0
24,Male,80,72,Mechanical,0,6,0,1
22,Female,91,92,Electrical,1,7,0,0
20,Male,95,83,Civil,1,6,0,0
23,Male,83,76,Electronics And Communication,1,6,1,1
23,Male,95,88,Mechanical,0,6,0,0
22,Male,84,72,Computer Science,1,6,0,0
22,Male,88,86,Mechanical,1,7,0,0
23,Male,82,75,Computer Science,0,7,0,0
22,Male,88,88,Computer Science,1,8,0,1
20,Male,88,80,Computer Science,0,8,1,1
20,Female,80,74,Computer Science,1,7,0,1
21,Male,89,93,Electrical,0,7,0,1
23,Male,87,88,Computer Science,1,7,0,0
21,Female,70,90,Information Technology,1,8,0,1
21,Male,83,70,Mechanical,0,6,0,0
20,Male,91,80,Civil,0,8,0,1
23,Female,76,71,Computer Science,0,7,1,0
21,Male,87,78,Electronics And Communication,0,8,1,1
24,Male,88,87,Electronics And Communication,1,7,0,0
21,Male,76,86,Electronics And Communication,1,6,0,0
21,Male,96,66,Electrical,0,8,0,1
22,Male,78,68,Computer Science,0,6,1,0
20,Male,80,84,Computer Science,2,7,0,0
21,Male,83,76,Computer Science,0,7,0,1
20,Male,73,78,Information Technology,0,6,0,0
23,Male,75,75,Information Technology,0,8,0,1
22,Male,81,87,Computer Science,0,7,0,0
21,Male,89,81,Information Technology,0,8,0,1
21,Male,79,92,Mechanical,0,6,0,1
24,Male,71,76,Information Technology,0,8,0,1
23,Male,95,90,Electronics And Communication,1,6,0,0
22,Male,86,91,Computer Science,0,7,0,1
20,Male,87,67,Mechanical,0,6,1,0
24,Male,92,91,Mechanical,0,7,0,1
21,Male,83,79,Information Technology,0,8,1,1
23,Male,81,87,Computer Science,2,7,1,1
23,Male,94,93,Mechanical,1,7,0,1
23,Male,93,74,Civil,0,8,0,1
22,Male,76,72,Electronics And Communication,1,7,0,0
24,Male,84,83,Mechanical,1,8,0,1
21,Female,94,92,Computer Science,0,8,1,1
22,Male,81,66,Computer Science,0,6,1,0
22,Male,89,70,Electronics And Communication,0,6,0,1
23,Male,75,71,Electrical,0,6,0,0
20,Male,73,69,Computer Science,1,7,0,1
22,Male,77,87,Computer Science,1,8,0,1
20,Male,80,91,Electronics And Communication,0,8,0,1
23,Male,79,76,Computer Science,1,7,0,0
21,Male,81,75,Information Technology,1,7,0,1
24,Male,77,91,Civil,0,8,0,1
21,Male,95,87,Information Technology,0,8,0,1
21,Male,95,71,Electrical,2,6,1,1
20,Female,73,90,Information Technology,0,6,0,0
23,Male,92,67,Computer Science,1,6,0,0
20,Male,92,76,Civil,2,5,0,0
21,Male,85,80,Mechanical,1,5,0,0
23,Female,96,82,Information Technology,1,6,0,0
24,Female,77,69,Electronics And Communication,0,5,0,0
22,Male,90,90,Civil,1,6,0,0
24,Male,80,94,Computer Science,1,5,0,0
23,Female,82,73,Computer Science,0,5,1,0
23,Male,83,87,Information Technology,0,5,1,0
23,Male,74,67,Information Technology,0,5,0,0
22,Male,95,94,Civil,2,6,0,0
24,Male,95,70,Information Technology,0,6,0,1
22,Male,81,90,Civil,0,6,0,1
24,Male,76,93,Computer Science,1,6,0,1
20,Male,90,84,Computer Science,1,5,0,0
20,Male,74,73,Computer Science,2,5,0,0
24,Male,92,74,Mechanical,0,5,1,0
24,Male,72,81,Civil,0,5,0,0
21,Male,79,84,Information Technology,0,5,0,0
23,Male,79,94,Electrical,1,6,1,0
21,Female,73,87,Computer Science,0,7,0,1
23,Female,72,75,Computer Science,1,7,0,1
20,Male,90,82,Civil,1,6,0,1
24,Female,85,91,Information Technology,1,7,0,0
24,Female,75,84,Mechanical,1,7,0,1
20,Male,88,81,Civil,0,7,1,0
23,Male,81,88,Electronics And Communication,0,6,1,0
24,Male,76,87,Mechanical,0,8,0,1
20,Male,76,77,Mechanical,0,8,1,1
23,Male,78,74,Information Technology,0,7,1,0
22,Female,78,87,Information Technology,0,8,0,1
24,Male,70,70,Electronics And Communication,0,7,0,0
23,Male,75,83,Information Technology,0,7,0,0
21,Male,89,72,Information Technology,0,7,0,1
23,Male,76,77,Computer Science,1,8,0,1
21,Female,80,86,Electronics And Communication,1,7,0,0
24,Male,73,73,Information Technology,1,7,0,1
24,Female,85,90,Electronics And Communication,0,8,0,1
22,Male,83,89,Information Technology,2,7,0,0
21,Female,96,67,Electronics And Communication,0,7,0,0
23,Male,87,89,Electronics And Communication,2,8,0,1
22,Male,83,89,Information Technology,0,7,0,1
24,Male,82,86,Civil,0,8,0,1
20,Male,82,70,Mechanical,1,8,0,1
22,Male,70,79,Computer Science,1,8,0,1
21,Male,94,83,Civil,0,8,0,1
20,Male,71,75,Information Technology,1,7,0,1
21,Male,95,66,Civil,0,8,0,1
22,Male,81,72,Computer Science,1,8,1,1
24,Male,90,89,Computer Science,1,7,0,0
21,Male,96,80,Civil,0,7,0,1
23,Male,83,87,Information Technology,1,8,0,1
21,Male,94,91,Electrical,0,6,0,1
20,Male,80,93,Mechanical,1,7,1,0
24,Male,84,71,Information Technology,1,8,0,1
20,Female,94,74,Computer Science,2,7,1,0
23,Female,92,92,Electronics And Communication,0,6,0,0
22,Male,96,79,Civil,0,6,0,0
22,Male,83,93,Computer Science,3,8,0,1
23,Male,84,78,Mechanical,1,8,0,1
23,Male,74,81,Information Technology,0,7,1,1
23,Male,76,83,Electrical,0,8,0,1
20,Male,85,69,Civil,0,8,0,1
24,Male,91,84,Mechanical,0,6,1,1
20,Female,77,72,Electronics And Communication,0,8,0,1
22,Male,89,78,Electronics And Communication,1,8,0,1
20,Male,95,66,Civil,2,6,0,1
23,Male,80,75,Electrical,0,7,0,1
21,Male,77,67,Civil,0,7,0,0
24,Male,76,92,Mechanical,0,6,0,1
21,Male,80,82,Mechanical,0,8,1,1
22,Male,81,68,Information Technology,1,7,0,1
24,Male,72,83,Information Technology,0,6,0,1
20,Male,88,80,Electrical,0,7,0,0
24,Male,92,67,Mechanical,1,8,1,1
22,Male,95,78,Mechanical,0,8,0,1
23,Male,90,72,Information Technology,2,7,0,1
21,Female,91,71,Information Technology,0,6,0,0
22,Male,80,93,Electronics And Communication,1,8,0,1
21,Male,86,72,Computer Science,0,6,1,1
23,Female,93,85,Computer Science,1,7,0,0
21,Male,77,94,Mechanical,0,7,0,0
21,Male,88,66,Electronics And Communication,0,7,1,0
20,Male,76,84,Information Technology,1,8,0,1
21,Male,87,74,Information Technology,1,8,0,1
22,Male,73,92,Computer Science,0,6,1,0
24,Male,73,85,Computer Science,1,8,0,1
20,Male,91,75,Electronics And Communication,0,7,0,0
21,Male,75,92,Information Technology,1,6,0,0
21,Male,81,76,Computer Science,0,6,1,0
21,Male,79,82,Electronics And Communication,0,8,1,1
21,Female,83,68,Computer Science,1,8,1,1
21,Female,81,74,Electronics And Communication,0,8,0,1
23,Female,73,71,Electronics And Communication,0,8,0,1
21,Male,87,80,Civil,0,6,1,0
24,Female,79,77,Electronics And Communication,0,8,0,1
23,Female,95,75,Mechanical,1,6,0,0
23,Male,81,82,Electrical,0,8,0,1
23,Male,71,71,Computer Science,1,8,0,1
22,Male,90,72,Information Technology,1,8,1,1
21,Male,76,91,Mechanical,0,6,0,0
24,Male,77,68,Information Technology,0,6,0,1
24,Male,92,72,Electronics And Communication,1,6,1,1
22,Male,96,94,Electronics And Communication,1,8,1,1
20,Male,84,73,Mechanical,0,6,0,0
20,Male,77,75,Computer Science,0,8,0,1
21,Male,75,93,Electrical,0,6,0,0
22,Male,90,72,Information Technology,0,6,0,0
24,Female,92,78,Electronics And Communication,0,6,0,1
21,Male,86,70,Information Technology,0,7,0,0
24,Female,85,93,Computer Science,1,7,0,1
22,Male,82,90,Information Technology,0,6,0,0
24,Male,71,89,Information Technology,2,8,0,1
22,Male,87,85,Information Technology,1,6,0,0
21,Male,86,84,Civil,0,7,1,0
20,Male,86,67,Mechanical,0,7,0,0
22,Male,70,91,Computer Science,0,6,0,0
21,Male,83,70,Computer Science,0,6,0,0
22,Male,82,85,Electronics And Communication,0,7,0,0
23,Male,70,78,Electronics And Communication,0,6,0,0
23,Female,93,85,Information Technology,1,5,0,0
22,Female,78,72,Computer Science,1,5,0,0
20,Female,85,90,Computer Science,0,5,1,0
20,Male,82,92,Mechanical,0,5,0,0
24,Female,79,72,Computer Science,2,5,0,0
24,Male,81,89,Electronics And Communication,0,6,0,1
22,Male,86,93,Information Technology,1,6,0,0
23,Female,86,79,Electronics And Communication,0,5,0,0
22,Male,86,89,Mechanical,1,6,0,0
21,Female,70,85,Mechanical,1,5,0,0
22,Male,71,67,Mechanical,1,5,0,0
24,Male,85,75,Information Technology,1,6,1,1
23,Male,77,85,Mechanical,0,5,1,0
23,Female,96,89,Civil,1,5,0,0
22,Male,87,88,Electrical,0,5,0,0
20,Male,70,68,Computer Science,1,5,0,0
23,Male,77,68,Computer Science,1,5,0,0
23,Male,80,78,Civil,0,5,0,0
21,Female,73,80,Information Technology,0,6,0,0
24,Male,80,87,Civil,0,6,0,1
23,Male,73,66,Computer Science,0,6,0,1
24,Male,72,82,Information Technology,1,6,0,1
22,Male,85,69,Information Technology,1,5,0,0
22,Male,80,82,Electrical,1,6,1,0
21,Male,74,86,Information Technology,0,5,0,0
21,Male,77,81,Electronics And Communication,0,6,0,0
20,Male,93,66,Computer Science,0,5,0,0
22,Male,75,66,Information Technology,0,6,0,0
23,Female,80,66,Mechanical,1,5,0,0
22,Male,76,72,Computer Science,2,6,0,1
23,Male,91,83,Civil,1,6,1,0
22,Male,77,94,Electrical,2,6,0,1
21,Male,84,82,Mechanical,0,5,1,0
21,Male,89,84,Electrical,0,6,0,0
20,Male,95,68,Mechanical,1,5,0,0
24,Male,93,87,Information Technology,0,6,0,1
23,Male,73,83,Mechanical,0,5,0,0
21,Male,72,81,Civil,0,5,1,0
21,Male,79,72,Computer Science,1,6,1,0
20,Male,90,69,Information Technology,0,6,0,0
21,Male,88,82,Computer Science,2,5,0,0
23,Male,91,68,Computer Science,3,6,0,1
21,Male,93,77,Electronics And Communication,1,5,0,0
22,Male,72,81,Electrical,1,6,1,0
20,Male,81,90,Civil,0,6,1,0
24,Male,79,93,Information Technology,0,6,0,1
24,Male,72,67,Electronics And Communication,1,6,1,1
22,Male,78,88,Mechanical,0,6,0,0
22,Male,85,79,Information Technology,0,6,0,0
23,Male,72,89,Civil,1,6,1,0
22,Male,89,73,Computer Science,0,6,0,0
24,Male,70,75,Mechanical,0,6,0,1
20,Male,89,93,Mechanical,0,6,1,0
24,Male,92,84,Civil,1,6,0,1
21,Male,91,87,Mechanical,1,5,0,0
23,Male,92,73,Computer Science,0,5,1,0
23,Female,93,73,Computer Science,1,5,0,0
23,Male,71,73,Computer Science,1,6,0,0
21,Male,75,94,Computer Science,1,6,0,0
22,Male,79,87,Civil,0,5,0,0
21,Male,94,83,Electronics And Communication,0,6,0,0
22,Male,84,72,Electrical,1,6,1,0
22,Male,76,70,Information Technology,0,5,0,0
23,Male,94,66,Civil,1,6,0,0
23,Male,76,88,Civil,0,6,1,0
21,Male,88,79,Electrical,0,6,1,0
21,Male,93,80,Computer Science,0,6,1,0
23,Female,75,76,Computer Science,1,8,0,1
20,Male,79,90,Computer Science,3,7,1,0
21,Male,73,85,Electronics And Communication,2,7,0,1
21,Female,95,87,Computer Science,0,7,0,0
23,Male,78,87,Computer Science,1,7,0,0
20,Male,80,66,Computer Science,1,6,0,0
21,Male,85,74,Information Technology,1,6,0,0
20,Male,77,93,Information Technology,0,8,0,1
22,Female,74,83,Information Technology,1,6,0,0
21,Female,89,73,Information Technology,1,6,0,0
24,Male,80,92,Information Technology,0,7,0,0
20,Male,93,85,Computer Science,1,8,0,1
23,Male,95,94,Electrical,1,8,0,1
22,Female,72,80,Electronics And Communication,1,7,0,0
20,Male,89,91,Information Technology,1,6,0,0
20,Male,79,87,Civil,0,7,0,0
24,Male,81,92,Computer Science,2,6,0,1
22,Male,83,83,Civil,0,8,0,1
20,Female,71,94,Information Technology,1,6,0,0
21,Male,76,82,Civil,0,8,0,1
22,Male,96,81,Mechanical,0,8,0,1
22,Male,83,75,Information Technology,1,8,0,1
22,Female,87,77,Electronics And Communication,0,8,0,1
24,Male,73,88,Civil,1,7,0,0
22,Male,72,71,Information Technology,1,6,0,0
23,Male,73,92,Information Technology,0,7,0,0
23,Male,76,85,Electronics And Communication,1,6,1,0
22,Female,96,90,Information Technology,1,6,0,0
23,Male,72,84,Mechanical,1,6,0,0
24,Male,79,84,Information Technology,0,6,0,1
24,Male,71,93,Information Technology,0,8,0,1
22,Male,80,84,Computer Science,0,6,1,0
24,Male,95,83,Computer Science,1,6,0,1
21,Female,70,86,Computer Science,0,7,0,0
24,Male,73,81,Computer Science,0,7,0,1
21,Male,87,86,Mechanical,0,8,0,1
24,Male,88,80,Civil,0,6,0,1
24,Male,77,82,Information Technology,1,6,0,1
21,Male,91,79,Electrical,1,6,0,0
24,Male,82,86,Electronics And Communication,1,8,1,1
20,Male,75,72,Computer Science,0,6,0,0
20,Female,92,90,Mechanical,1,6,0,0
24,Male,85,75,Computer Science,0,6,0,1
21,Male,92,85,Computer Science,2,8,0,1
